Row ID;Order ID;Order Date;Ship Date;Delivery Duration;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Discount Value;Profit;COGS
5061;CA-2016-109722;5/12/2016;7/12/2016;2;Second Class;TP-21130;Theone Pippenger;Consumer;United States;Georgetown;Kentucky;40324;South;OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;584,82;9;0;0;70,1784;-514,6416
8795;CA-2014-162992;19/12/2014;21/12/2014;2;First Class;BP-11095;Bart Pistole;Corporate;United States;Los Angeles;California;90008;West;TEC-PH-10001944;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;583,8;5;0,2;-116,76;72,975;-394,065
9393;CA-2015-130848;25/10/2015;25/10/2015;0;Same Day;DG-13300;Deirdre Greer;Corporate;United States;Denver;Colorado;80219;West;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;582,336;8;0,2;-116,4672;-29,1168;-494,9856
5830;CA-2016-122063;3/12/2016;7/12/2016;4;Standard Class;MM-17920;Michael Moore;Consumer;United States;Richmond;Indiana;47374;Central;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;581,96;2;0;0;104,7528;-477,2072
3386;CA-2017-148404;7/10/2017;11/10/2017;4;Standard Class;Dp-13240;Dean percer;Home Office;United States;Charlotte;North Carolina;28205;South;OFF-ST-10003208;Office Supplies;Storage;Adjustable Depth Letter/Legal Cart;580,672;4;0,2;-116,1344;65,3256;-399,212
3483;CA-2014-124688;27/08/2014;29/08/2014;2;First Class;CC-12610;Corey Catlett;Corporate;United States;Springfield;Virginia;22153;South;TEC-PH-10000455;Technology;Phones;GE 30522EE2;579,95;5;0;0;168,1855;-411,7645
9659;CA-2014-156160;22/09/2014;29/09/2014;7;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10035;East;FUR-CH-10004983;Furniture;Chairs;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;579,528;4;0,1;-57,9528;83,7096;-437,8656
6313;CA-2017-120019;16/02/2017;21/02/2017;5;Standard Class;NG-18355;Nat Gilpin;Corporate;United States;Fairfield;Connecticut;6824;East;OFF-ST-10001932;Office Supplies;Storage;Fellowes Staxonsteel Drawer Files;579,51;3;0;0;81,1314;-498,3786
6737;CA-2016-123358;10/04/2016;17/04/2016;7;Standard Class;BT-11680;Brian Thompson;Consumer;United States;San Francisco;California;94122;West;OFF-ST-10001932;Office Supplies;Storage;Fellowes Staxonsteel Drawer Files;579,51;3;0;0;81,1314;-498,3786
1317;CA-2016-145919;18/12/2016;23/12/2016;5;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;579,3;5;0;0;28,965;-550,335
1212;CA-2016-137050;14/07/2016;18/07/2016;4;Second Class;SW-20755;Steven Ward;Corporate;United States;New York City;New York;10009;East;FUR-BO-10004695;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;579,136;4;0,2;-115,8272;21,7176;-441,5912
4643;CA-2017-130141;22/10/2017;24/10/2017;2;Second Class;HA-14905;Helen Abelman;Consumer;United States;Fort Collins;Colorado;80525;West;FUR-CH-10000749;Furniture;Chairs;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;579,136;4;0,2;-115,8272;-28,9568;-492,2656
8206;CA-2015-114811;8/11/2015;8/11/2015;0;Same Day;KD-16495;Keith Dawkins;Corporate;United States;New York City;New York;10024;East;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;577,764;2;0,1;-57,7764;115,5528;-404,4348
9552;CA-2015-147690;10/11/2015;14/11/2015;4;Standard Class;SC-20020;Sam Craven;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-ST-10001526;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart ;577,584;6;0,2;-115,5168;43,3188;-418,7484
5801;CA-2014-123225;11/07/2014;14/07/2014;3;First Class;MN-17935;Michael Nguyen;Consumer;United States;El Paso;Texas;79907;Central;TEC-PH-10000895;Technology;Phones;Polycom VVX 310 VoIP phone;575,968;4;0,2;-115,1936;43,1976;-417,5768
5962;CA-2014-140732;11/11/2014;13/11/2014;2;Second Class;MA-17560;Matt Abelman;Home Office;United States;Los Angeles;California;90004;West;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;575,928;9;0,2;-115,1856;57,5928;-403,1496
1319;CA-2014-160773;1/07/2014;5/07/2014;4;Standard Class;LW-16825;Laurel Workman;Corporate;United States;Deltona;Florida;32725;South;TEC-PH-10004586;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;575,92;2;0,2;-115,184;71,99;-388,746
4416;CA-2014-153983;29/11/2014;6/12/2014;7;Standard Class;AH-10210;Alan Hwang;Consumer;United States;San Francisco;California;94122;West;TEC-PH-10004586;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;575,92;2;0,2;-115,184;71,99;-388,746
9406;CA-2014-152618;14/03/2014;17/03/2014;3;First Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60653;Central;TEC-MA-10003626;Technology;Machines;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;574,91;2;0,3;-172,473;156,047;-246,39
4310;CA-2014-125829;4/11/2014;11/11/2014;7;Standard Class;WB-21850;William Brown;Consumer;United States;Los Angeles;California;90045;West;FUR-TA-10002041;Furniture;Tables;Bevis Round Conference Table Top, X-Base;573,728;4;0,2;-114,7456;-64,5444;-523,5268
9880;CA-2016-122581;21/08/2016;25/08/2016;4;Standard Class;JK-15370;Jay Kimmel;Consumer;United States;New York City;New York;10035;East;FUR-CH-10002961;Furniture;Chairs;Leather Task Chair, Black;573,174;7;0,1;-57,3174;63,686;-452,1706
9489;CA-2015-156566;1/10/2015;4/10/2015;3;First Class;EM-13960;Eric Murdock;Consumer;United States;Portland;Oregon;97206;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;572,8;2;0,2;-114,56;50,12;-408,12
1301;CA-2016-137043;23/12/2016;25/12/2016;2;Second Class;LC-17140;Logan Currie;Consumer;United States;Springfield;Virginia;22153;South;FUR-FU-10003664;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;572,76;6;0;0;166,1004;-406,6596
768;CA-2014-162775;13/01/2014;15/01/2014;2;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;572,58;6;0;0;34,3548;-538,2252
8041;CA-2017-121489;21/08/2017;25/08/2017;4;Second Class;CM-11815;Candace McMahon;Corporate;United States;Seattle;Washington;98115;West;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;572,58;6;0;0;34,3548;-538,2252
4060;CA-2015-124058;20/11/2015;24/11/2015;4;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Oakland;California;94601;West;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;572,16;3;0,2;-114,432;35,76;-421,968
5640;CA-2014-154893;21/12/2014;27/12/2014;6;Standard Class;GM-14440;Gary McGarr;Consumer;United States;San Diego;California;92024;West;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;572,16;3;0,2;-114,432;35,76;-421,968
2468;CA-2017-128755;4/05/2017;8/05/2017;4;Standard Class;MK-18160;Mike Kennedy;Consumer;United States;Newport News;Virginia;23602;South;OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;571,44;4;0;0;165,7176;-405,7224
7928;CA-2017-120404;20/11/2017;24/11/2017;4;Second Class;KH-16330;Katharine Harms;Corporate;United States;New York City;New York;10035;East;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;569,99;1;0;0;170,997;-398,993
7457;CA-2015-137974;16/04/2015;18/04/2015;2;First Class;LL-16840;Lauren Leatherbury;Consumer;United States;Waynesboro;Virginia;22980;South;TEC-PH-10002033;Technology;Phones;Konftel 250 Conference phone - Charcoal black;569,64;2;0;0;148,1064;-421,5336
6406;CA-2017-154074;31/08/2017;2/09/2017;2;Second Class;BW-11110;Bart Watters;Corporate;United States;Spokane;Washington;99207;West;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;569,568;2;0,2;-113,9136;7,1196;-448,5348
3519;US-2016-113649;9/08/2016;12/08/2016;3;First Class;HA-14920;Helen Andreada;Consumer;United States;Fayetteville;North Carolina;28314;South;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;569,536;4;0,2;-113,9072;64,0728;-391,556
5158;CA-2017-163006;30/06/2017;4/07/2017;4;Second Class;GH-14410;Gary Hansen;Home Office;United States;Chicago;Illinois;60653;Central;FUR-CH-10000229;Furniture;Chairs;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;569,058;3;0,3;-170,7174;-178,8468;-577,1874
3338;US-2017-109253;21/08/2017;22/08/2017;1;First Class;PR-18880;Patrick Ryan;Consumer;United States;Oakland;California;94601;West;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;568,728;3;0,2;-113,7456;28,4364;-426,546
9237;CA-2016-126732;2/09/2016;6/09/2016;4;Standard Class;LR-16915;Lena Radford;Consumer;United States;Los Angeles;California;90036;West;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;568,728;3;0,2;-113,7456;28,4364;-426,546
747;CA-2014-124429;27/05/2014;27/05/2014;0;Same Day;MH-17785;Maya Herman;Corporate;United States;San Diego;California;92105;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;567,12;10;0,2;-113,424;-28,356;-482,052
7745;CA-2016-133613;17/06/2016;22/06/2016;5;Standard Class;CP-12340;Christine Phan;Corporate;United States;Waterbury;Connecticut;6708;East;TEC-PH-10004539;Technology;Phones;Wireless Extenders zBoost YX545 SOHO Signal Booster;566,97;3;0;0;153,0819;-413,8881
6647;US-2016-127334;15/12/2016;21/12/2016;6;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;Springfield;Oregon;97477;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;564,195;3;0,5;-282,0975;-304,6653;-586,7628
5168;CA-2014-121006;10/11/2014;16/11/2014;6;Standard Class;SC-20020;Sam Craven;Consumer;United States;Midland;Michigan;48640;Central;FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;563,94;3;0;0;112,788;-451,152
7579;CA-2016-138597;18/12/2016;21/12/2016;3;First Class;PN-18775;Parhena Norris;Home Office;United States;Omaha;Nebraska;68104;Central;FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;563,94;3;0;0;112,788;-451,152
6203;CA-2016-118332;16/12/2016;23/12/2016;7;Standard Class;PK-19075;Pete Kriz;Consumer;United States;Apple Valley;California;92307;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;563,92;5;0,2;-112,784;7,049;-444,087
3126;CA-2015-121720;11/06/2015;12/06/2015;1;First Class;JE-15610;Jim Epp;Corporate;United States;Lakeland;Florida;33801;South;OFF-ST-10003816;Office Supplies;Storage;Fellowes High-Stak Drawer Files;563,808;4;0,2;-112,7616;21,1428;-429,9036
3905;CA-2015-167010;5/04/2015;10/04/2015;5;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10003816;Office Supplies;Storage;Fellowes High-Stak Drawer Files;563,808;4;0,2;-112,7616;21,1428;-429,9036
3757;CA-2016-116799;3/03/2016;6/03/2016;3;First Class;JG-15310;Jason Gross;Corporate;United States;Odessa;Texas;79762;Central;FUR-CH-10004983;Furniture;Chairs;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;563,43;5;0,3;-169,029;-56,343;-450,744
1883;CA-2015-109512;5/03/2015;5/03/2015;0;Same Day;LF-17185;Luke Foster;Consumer;United States;New York City;New York;10011;East;OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;563,4;4;0;0;67,608;-495,792
6574;CA-2016-160535;25/11/2016;30/11/2016;5;Standard Class;BP-11050;Barry Pond;Corporate;United States;Plainfield;New Jersey;7060;East;OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;563,4;4;0;0;67,608;-495,792
6285;CA-2016-100944;24/09/2016;28/09/2016;4;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Los Angeles;California;90049;West;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;563,24;5;0,2;-112,648;56,324;-394,268
4867;CA-2017-122490;13/11/2017;18/11/2017;5;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;563,024;11;0,2;-112,6048;190,0206;-260,3986
8137;CA-2016-118073;12/08/2016;16/08/2016;4;Standard Class;CS-12490;Cindy Schnelling;Corporate;United States;Lakeland;Florida;33801;South;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;562,2925;7;0,45;-253,031625;-255,5875;-564,848375
6375;CA-2014-107811;29/04/2014;3/05/2014;4;Standard Class;LA-16780;Laura Armstrong;Corporate;United States;Memphis;Tennessee;38109;South;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;561,584;2;0,2;-112,3168;70,198;-379,0692
2810;CA-2015-148635;25/07/2015;27/07/2015;2;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;561,568;2;0,2;-112,3136;28,0784;-421,176
1550;CA-2014-134278;6/07/2014;8/07/2014;2;First Class;EP-13915;Emily Phan;Consumer;United States;New York City;New York;10011;East;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;559,992;1;0,2;-111,9984;174,9975;-272,9961
983;CA-2014-163419;11/11/2014;14/11/2014;3;Second Class;TZ-21580;Tracy Zic;Consumer;United States;Louisville;Colorado;80027;West;TEC-PH-10000560;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);559,984;2;0,2;-111,9968;55,9984;-391,9888
6901;CA-2015-140557;7/09/2015;11/09/2015;4;Standard Class;TN-21040;Tanja Norvell;Home Office;United States;New York City;New York;10009;East;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;559,93;7;0;0;167,979;-391,951
3893;US-2016-163881;24/11/2016;30/11/2016;6;Standard Class;SP-20860;Sung Pak;Corporate;United States;Los Angeles;California;90036;West;TEC-AC-10000420;Technology;Accessories;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;559,92;8;0;0;190,3728;-369,5472
7289;CA-2014-158281;2/09/2014;7/09/2014;5;Standard Class;AG-10525;Andy Gerbode;Corporate;United States;Houston;Texas;77095;Central;TEC-MA-10002210;Technology;Machines;Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop;559,71;3;0,4;-223,884;-121,2705;-457,0965
1753;CA-2017-116715;2/12/2017;5/12/2017;3;First Class;VW-21775;Victoria Wilson;Corporate;United States;San Francisco;California;94122;West;OFF-ST-10004340;Office Supplies;Storage;Fellowes Mobile File Cart, Black;559,62;9;0;0;151,0974;-408,5226
3425;CA-2016-134803;28/05/2016;3/06/2016;6;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90004;West;TEC-MA-10001972;Technology;Machines;Okidata C331dn Printer;558,4;2;0,2;-111,68;41,88;-404,84
4645;CA-2015-147501;2/08/2015;6/08/2015;4;Standard Class;Co-12640;Corey-Lock;Consumer;United States;Seattle;Washington;98105;West;TEC-MA-10001972;Technology;Machines;Okidata C331dn Printer;558,4;2;0,2;-111,68;41,88;-404,84
8144;CA-2016-100993;5/02/2016;10/02/2016;5;Standard Class;AZ-10750;Annie Zypern;Consumer;United States;San Diego;California;92037;West;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;557,728;4;0,2;-111,5456;6,9716;-439,2108
2348;CA-2016-159373;13/03/2016;18/03/2016;5;Standard Class;LT-17110;Liz Thompson;Consumer;United States;San Antonio;Texas;78207;Central;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;557,585;5;0,3;-167,2755;0;-390,3095
5400;CA-2016-117681;9/04/2016;14/04/2016;5;Standard Class;HF-14995;Herbert Flentye;Consumer;United States;Los Angeles;California;90004;West;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;556,665;5;0,15;-83,49975;6,549;-466,61625
4024;CA-2017-130764;27/10/2017;28/10/2017;1;First Class;JO-15145;Jack O'Briant;Corporate;United States;San Francisco;California;94110;West;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;556,665;5;0,15;-83,49975;6,549;-466,61625
9134;CA-2015-157805;31/08/2015;4/09/2015;4;Standard Class;RH-19510;Rick Huthwaite;Home Office;United States;San Diego;California;92037;West;TEC-PH-10004447;Technology;Phones;Toshiba IPT2010-SD IP Telephone;555,96;5;0,2;-111,192;41,697;-403,071
624;CA-2015-138009;29/11/2015;3/12/2015;4;Standard Class;SF-20965;Sylvia Foulston;Corporate;United States;Dearborn;Michigan;48126;Central;OFF-AP-10000179;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;555,21;5;0,1;-55,521;178,901;-320,788
1336;CA-2016-122133;16/05/2016;23/05/2016;7;Standard Class;JR-15670;Jim Radford;Consumer;United States;Middletown;Connecticut;6457;East;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;552,56;4;0;0;0;-552,56
7420;US-2016-114013;13/03/2016;15/03/2016;2;Second Class;SC-20770;Stewart Carmichael;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;552,56;5;0,2;-110,512;-138,14;-580,188
5978;CA-2017-116953;24/04/2017;25/04/2017;1;First Class;SV-20935;Susan Vittorini;Consumer;United States;Mesa;Arizona;85204;West;TEC-PH-10004614;Technology;Phones;AT&T 841000 Phone;552;10;0,2;-110,4;34,5;-407,1
3724;US-2014-169789;30/12/2014;4/01/2015;5;Standard Class;MF-17665;Maureen Fritzler;Corporate;United States;Phoenix;Arizona;85023;West;OFF-BI-10004600;Office Supplies;Binders;Ibico Ibimaster 300 Manual Binding System;551,985;5;0,7;-386,3895;-459,9875;-625,583
7813;CA-2016-134334;14/02/2016;15/02/2016;1;First Class;DK-13090;Dave Kipp;Consumer;United States;Clinton;Maryland;20735;East;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;550,431;3;0,3;-165,1293;-47,1798;-432,4815
5069;CA-2014-124478;8/08/2014;12/08/2014;4;Standard Class;MA-17560;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;TEC-CO-10001571;Technology;Copiers;Sharp 1540cs Digital Laser Copier;549,99;1;0;0;274,995;-274,995
5851;CA-2015-121783;10/11/2015;14/11/2015;4;Standard Class;PO-19180;Philisse Overcash;Home Office;United States;Roseville;Minnesota;55113;Central;TEC-CO-10001571;Technology;Copiers;Sharp 1540cs Digital Laser Copier;549,99;1;0;0;274,995;-274,995
8203;CA-2015-114811;8/11/2015;8/11/2015;0;Same Day;KD-16495;Keith Dawkins;Corporate;United States;New York City;New York;10024;East;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;549,98;2;0;0;142,9948;-406,9852
1597;CA-2017-132234;16/10/2017;18/10/2017;2;First Class;MY-17380;Maribeth Yedwab;Corporate;United States;New York City;New York;10011;East;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;547,3;13;0;0;175,136;-372,164
2330;US-2015-147739;25/12/2015;29/12/2015;4;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547,136;4;0,2;-109,4272;-68,392;-506,1008
3907;CA-2015-167010;5/04/2015;10/04/2015;5;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547,136;4;0,2;-109,4272;-68,392;-506,1008
4698;US-2015-138121;17/12/2015;17/12/2015;0;Same Day;JL-15835;John Lee;Consumer;United States;Detroit;Michigan;48205;Central;FUR-CH-10003817;Furniture;Chairs;Global Value Steno Chair, Gray;546,66;9;0;0;136,665;-409,995
5586;CA-2017-105333;30/11/2017;4/12/2017;4;Standard Class;VP-21730;Victor Preis;Home Office;United States;New York City;New York;10011;East;TEC-PH-10001468;Technology;Phones;Panasonic Business Telephones KX-T7736;546,06;3;0;0;163,818;-382,242
2979;CA-2014-109232;13/01/2014;16/01/2014;3;Second Class;ND-18370;Natalie DeCherney;Consumer;United States;Mount Pleasant;South Carolina;29464;South;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;545,94;6;0;0;87,3504;-458,5896
5386;CA-2017-161410;26/06/2017;3/07/2017;7;Standard Class;CC-12220;Chris Cortes;Consumer;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10000673;Technology;Phones;Plantronics Voyager Pro HD - Bluetooth Headset;545,916;14;0,4;-218,3664;72,7888;-254,7608
1978;CA-2014-110408;18/10/2014;20/10/2014;2;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;545,88;6;0;0;70,9644;-474,9156
2437;CA-2017-140053;3/07/2017;10/07/2017;7;Standard Class;CA-12265;Christina Anderson;Consumer;United States;Farmington;New Mexico;87401;West;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";545,85;9;0;0;114,6285;-431,2215
3185;CA-2017-152912;9/11/2017;12/11/2017;3;Second Class;BM-11650;Brian Moss;Corporate;United States;Columbia;Maryland;21044;East;OFF-ST-10003208;Office Supplies;Storage;Adjustable Depth Letter/Legal Cart;544,38;3;0;0;157,8702;-386,5098
4342;CA-2017-130309;17/12/2017;21/12/2017;4;Standard Class;GB-14575;Giulietta Baptist;Consumer;United States;Arlington;Virginia;22204;South;OFF-ST-10003208;Office Supplies;Storage;Adjustable Depth Letter/Legal Cart;544,38;3;0;0;157,8702;-386,5098
778;CA-2015-144267;21/08/2015;23/08/2015;2;First Class;NZ-18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;544,008;3;0,2;-108,8016;40,8006;-394,4058
1201;CA-2016-114727;18/07/2016;24/07/2016;6;Standard Class;LS-16945;Linda Southworth;Corporate;United States;Denver;Colorado;80219;West;FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;544,008;3;0,2;-108,8016;40,8006;-394,4058
894;CA-2017-133256;26/06/2017;27/06/2017;1;First Class;TH-21550;Tracy Hopkins;Home Office;United States;Detroit;Michigan;48227;Central;TEC-PH-10002660;Technology;Phones;Nortel Networks T7316 E Nt8 B27;543,92;8;0;0;135,98;-407,94
5298;CA-2017-108791;27/07/2017;31/07/2017;4;Standard Class;TM-21490;Tony Molinari;Consumer;United States;Yonkers;New York;10701;East;TEC-PH-10002660;Technology;Phones;Nortel Networks T7316 E Nt8 B27;543,92;8;0;0;135,98;-407,94
4619;CA-2015-117800;21/09/2015;26/09/2015;5;Standard Class;TH-21550;Tracy Hopkins;Home Office;United States;Everett;Massachusetts;2149;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;542,94;3;0;0;141,1644;-401,7756
5695;US-2015-138093;10/12/2015;16/12/2015;6;Standard Class;KM-16225;Kalyca Meade;Corporate;United States;Baltimore;Maryland;21215;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;542,94;3;0;0;141,1644;-401,7756
4014;CA-2015-165624;23/08/2015;28/08/2015;5;Standard Class;FH-14350;Fred Harton;Consumer;United States;Atlanta;Georgia;30318;South;OFF-AP-10000828;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542,94;3;0;0;152,0232;-390,9168
5762;CA-2017-158169;12/08/2017;15/08/2017;3;First Class;JM-16195;Justin MacKendrick;Consumer;United States;Lake Forest;California;92630;West;OFF-AP-10000828;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542,94;3;0;0;152,0232;-390,9168
9389;US-2017-127292;19/01/2017;23/01/2017;4;Standard Class;RM-19375;Raymond Messe;Consumer;United States;Burlington;Vermont;5408;East;OFF-AP-10000828;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator;542,94;3;0;0;152,0232;-390,9168
731;US-2016-150861;3/12/2016;6/12/2016;3;First Class;EG-13900;Emily Grady;Consumer;United States;Oceanside;New York;11572;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;542,646;3;0,1;-54,2646;102,4998;-385,8816
2251;CA-2015-116092;15/02/2015;18/02/2015;3;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-AP-10001391;Office Supplies;Appliances;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;541,44;6;0;0;157,0176;-384,4224
8008;CA-2015-110863;17/11/2015;24/11/2015;7;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;OFF-ST-10002756;Office Supplies;Storage;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";541,24;4;0;0;5,4124;-535,8276
8872;CA-2017-101805;1/12/2017;6/12/2017;5;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Seattle;Washington;98105;West;OFF-ST-10002756;Office Supplies;Storage;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";541,24;4;0;0;5,4124;-535,8276
945;CA-2015-120880;29/05/2015;3/06/2015;5;Standard Class;JL-15850;John Lucas;Consumer;United States;Seattle;Washington;98105;West;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;540,57;3;0;0;140,5482;-400,0218
7939;CA-2017-166093;17/08/2017;24/08/2017;7;Standard Class;RW-19540;Rick Wilson;Corporate;United States;Brentwood;California;94513;West;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;540,57;3;0;0;140,5482;-400,0218
1259;US-2016-168620;24/12/2016;28/12/2016;4;Second Class;RB-19795;Ross Baird;Home Office;United States;Charlotte;North Carolina;28205;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;540,048;3;0,2;-108,0096;-47,2542;-479,2926
1502;CA-2017-130386;12/11/2017;18/11/2017;6;Standard Class;NG-18430;Nathan Gelder;Consumer;United States;Austin;Texas;78745;Central;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;540,048;3;0,2;-108,0096;-47,2542;-479,2926
